Date,positions
2013-12-04,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.18}]"
2013-12-05,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.28}]"
2013-12-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.0}]"
2013-12-09,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.23}]"
2013-12-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.2}]"
2013-12-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.05}]"
2013-12-12,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.02}]"
2013-12-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.8}]"
2013-12-16,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.91}]"
2013-12-17,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.82}]"
2013-12-18,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.67}]"
2013-12-19,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.44}]"
2013-12-20,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.61}]"
2013-12-23,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.36}]"
2013-12-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.27}]"
2013-12-26,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.14}]"
2013-12-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.0}]"
2013-12-30,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.8}]"
2013-12-31,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 20.04}]"
2014-01-02,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.75}]"
2014-01-03,"[{'sid': Equity(2 [AAPL]), 'amount': 1265, 'cost_basis': 14.978390213322426, 'last_sale_price': 19.32}]"
2014-01-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.43}]"
2014-01-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.29}]"
2014-01-08,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.41}]"
2014-01-09,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.16}]"
2014-01-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.03}]"
2014-01-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.13}]"
2014-01-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.51}]"
2014-01-15,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.91}]"
2014-01-16,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.79}]"
2014-01-17,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.31}]"
2014-01-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.61}]"
2014-01-22,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.7}]"
2014-01-23,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.86}]"
2014-01-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.5}]"
2014-01-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 19.66}]"
2014-01-28,"[{'sid': Equity(2 [AAPL]), 'amount': 1096, 'cost_basis': 14.978852804563303, 'last_sale_price': 18.09}]"
2014-01-29,"[{'sid': Equity(2 [AAPL]), 'amount': 1155, 'cost_basis': 15.127203180780416, 'last_sale_price': 17.88}]"
2014-01-30,"[{'sid': Equity(2 [AAPL]), 'amount': 1166, 'cost_basis': 15.152918245112675, 'last_sale_price': 17.85}]"
2014-01-31,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 17.88}]"
2014-02-03,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 17.91}]"
2014-02-04,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.17}]"
2014-02-05,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.31}]"
2014-02-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.3}]"
2014-02-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.56}]"
2014-02-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.89}]"
2014-02-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.14}]"
2014-02-12,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.14}]"
2014-02-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.44}]"
2014-02-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.43}]"
2014-02-18,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.5}]"
2014-02-19,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.19}]"
2014-02-20,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.97}]"
2014-02-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.76}]"
2014-02-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.84}]"
2014-02-25,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.650000000000002}]"
2014-02-26,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.48}]"
2014-02-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.85}]"
2014-02-28,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.79}]"
2014-03-03,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.85}]"
2014-03-04,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.97}]"
2014-03-05,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.01}]"
2014-03-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.96}]"
2014-03-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.94}]"
2014-03-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.96}]"
2014-03-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.150000000000002}]"
2014-03-12,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.16}]"
2014-03-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.95}]"
2014-03-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.740000000000002}]"
2014-03-17,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.81}]"
2014-03-18,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.98}]"
2014-03-19,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.97}]"
2014-03-20,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.88}]"
2014-03-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.03}]"
2014-03-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.26}]"
2014-03-25,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.46}]"
2014-03-26,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.28}]"
2014-03-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.19}]"
2014-03-28,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.17}]"
2014-03-31,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.17}]"
2014-04-01,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.34}]"
2014-04-02,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.38}]"
2014-04-03,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 19.240000000000002}]"
2014-04-04,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.990000000000002}]"
2014-04-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.7}]"
2014-04-08,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.69}]"
2014-04-09,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.94}]"
2014-04-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.7}]"
2014-04-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.56}]"
2014-04-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.63}]"
2014-04-15,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.5}]"
2014-04-16,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.54}]"
2014-04-17,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.75}]"
2014-04-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.97}]"
2014-04-22,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.990000000000002}]"
2014-04-23,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 18.740000000000002}]"
2014-04-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 20.28}]"
2014-04-25,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 20.43}]"
2014-04-28,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.22}]"
2014-04-29,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.150000000000002}]"
2014-04-30,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.07}]"
2014-05-01,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.12}]"
2014-05-02,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.16}]"
2014-05-05,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.46}]"
2014-05-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.23}]"
2014-05-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.150000000000002}]"
2014-05-08,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.0}]"
2014-05-09,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 20.91}]"
2014-05-12,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.17}]"
2014-05-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.21}]"
2014-05-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.21}]"
2014-05-15,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.03}]"
2014-05-16,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.34}]"
2014-05-19,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.59}]"
2014-05-20,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.6}]"
2014-05-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.650000000000002}]"
2014-05-22,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.69}]"
2014-05-23,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 21.93}]"
2014-05-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.34}]"
2014-05-28,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.29}]"
2014-05-29,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.69}]"
2014-05-30,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.61}]"
2014-06-02,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.45}]"
2014-06-03,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.77}]"
2014-06-04,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.03}]"
2014-06-05,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.12}]"
2014-06-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.06}]"
2014-06-09,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.42}]"
2014-06-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.56}]"
2014-06-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.47}]"
2014-06-12,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.07}]"
2014-06-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.82}]"
2014-06-16,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.05}]"
2014-06-17,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.02}]"
2014-06-18,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.05}]"
2014-06-19,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.97}]"
2014-06-20,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.73}]"
2014-06-23,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.71}]"
2014-06-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.57}]"
2014-06-25,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.59}]"
2014-06-26,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 22.73}]"
2014-06-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.0}]"
2014-06-30,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.23}]"
2014-07-01,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.38}]"
2014-07-02,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.37}]"
2014-07-03,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.51}]"
2014-07-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.990000000000002}]"
2014-07-08,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.84}]"
2014-07-09,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.85}]"
2014-07-10,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.76}]"
2014-07-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.81}]"
2014-07-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.11}]"
2014-07-15,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.830000000000002}]"
2014-07-16,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.69}]"
2014-07-17,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.27}]"
2014-07-18,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.61}]"
2014-07-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.490000000000002}]"
2014-07-22,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.68}]"
2014-07-23,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.3}]"
2014-07-24,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.26}]"
2014-07-25,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.42}]"
2014-07-28,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.75}]"
2014-07-29,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.59}]"
2014-07-30,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.54}]"
2014-07-31,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.900000000000002}]"
2014-08-01,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.03}]"
2014-08-04,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.900000000000002}]"
2014-08-05,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.78}]"
2014-08-06,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.740000000000002}]"
2014-08-07,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.62}]"
2014-08-08,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.68}]"
2014-08-11,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.0}]"
2014-08-12,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 23.990000000000002}]"
2014-08-13,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.310000000000002}]"
2014-08-14,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.38}]"
2014-08-15,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.5}]"
2014-08-18,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 24.79}]"
2014-08-19,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.13}]"
2014-08-20,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.14}]"
2014-08-21,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.150000000000002}]"
2014-08-22,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.330000000000002}]"
2014-08-25,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.39}]"
2014-08-26,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.22}]"
2014-08-27,"[{'sid': Equity(2 [AAPL]), 'amount': 1167, 'cost_basis': 15.155257646787815, 'last_sale_price': 25.53}]"
